descriptor Tc_folded  mod 
-0.700689 0.000000 
-0.699689 0.000000 
-0.698689 0.000000 
-0.697689 0.000000 
-0.696689 0.000000 
-0.695689 0.000000 
-0.694689 0.000000 
-0.693689 0.000000 
-0.692689 0.000000 
-0.691689 0.000000 
-0.690689 0.000000 
-0.689689 0.000000 
-0.688689 0.000000 
-0.687689 0.000000 
-0.686689 0.000000 
-0.685689 0.000000 
-0.684689 0.000000 
-0.683689 0.000000 
-0.682689 0.000000 
-0.681689 0.000000 
-0.680689 0.000000 
-0.679689 0.000000 
-0.678689 0.000000 
-0.677689 0.000000 
-0.676689 0.000000 
-0.675689 0.000000 
-0.674689 0.000000 
-0.673689 0.000000 
-0.672689 0.000000 
-0.671689 0.000000 
-0.670689 0.000000 
-0.669689 0.000000 
-0.668689 0.000000 
-0.667689 0.000000 
-0.666689 0.000000 
-0.665689 0.000000 
-0.664689 0.000000 
-0.663689 0.000000 
-0.662689 0.000000 
-0.661689 0.000000 
-0.660689 0.000000 
-0.659689 0.000000 
-0.658689 0.000000 
-0.657689 0.000000 
-0.656689 0.000000 
-0.655689 0.000000 
-0.654689 0.000000 
-0.653689 0.000000 
-0.652689 0.000000 
-0.651689 0.000000 
-0.650689 0.000000 
-0.649689 0.000000 
-0.648689 0.000000 
-0.647689 0.000000 
-0.646689 0.000000 
-0.645689 0.000000 
-0.644689 0.000000 
-0.643689 0.000000 
-0.642689 0.000000 
-0.641689 0.000000 
-0.640689 0.000000 
-0.639689 0.000000 
-0.638689 0.000000 
-0.637689 0.000000 
-0.636689 0.000000 
-0.635689 0.000000 
-0.634689 0.000000 
-0.633689 0.000000 
-0.632689 0.000000 
-0.631689 0.000000 
-0.630689 0.000000 
-0.629689 0.000000 
-0.628689 0.000000 
-0.627689 0.000000 
-0.626689 0.000000 
-0.625689 0.000000 
-0.624689 0.000000 
-0.623689 0.000000 
-0.622689 0.000000 
-0.621689 0.000000 
-0.620689 0.000000 
-0.619689 0.000000 
-0.618689 0.000000 
-0.617689 0.000000 
-0.616689 0.000000 
-0.615689 0.000000 
-0.614689 0.000000 
-0.613689 0.000000 
-0.612689 0.000000 
-0.611689 0.000000 
-0.610689 0.000000 
-0.609689 0.000000 
-0.608689 0.000000 
-0.607689 0.000000 
-0.606689 0.000000 
-0.605689 0.000000 
-0.604689 0.000000 
-0.603689 0.000000 
-0.602689 0.000000 
-0.601689 0.000000 
-0.600689 0.000000 
-0.599689 0.000000 
-0.598689 0.000000 
-0.597689 0.000000 
-0.596689 0.000000 
-0.595689 0.000000 
-0.594689 0.000000 
-0.593689 0.000000 
-0.592689 0.000000 
-0.591689 0.000000 
-0.590689 0.000000 
-0.589689 0.000000 
-0.588689 0.000000 
-0.587689 0.000000 
-0.586689 0.000000 
-0.585689 0.000000 
-0.584689 0.000000 
-0.583689 0.000000 
-0.582689 0.000000 
-0.581689 0.000000 
-0.580689 0.000000 
-0.579689 0.000000 
-0.578689 0.000000 
-0.577689 0.000000 
-0.576689 0.000000 
-0.575689 0.000000 
-0.574689 0.000000 
-0.573689 0.000000 
-0.572689 0.000000 
-0.571689 0.000000 
